instruction,intent
i dont understanduhelp me talking to a human,human_agent
"I hace to speak with a fucking agent, where could I do it?",human_agent
"I'd like to speak with a fucking human, how do I do it?",human_agent
would it be possible to talk to a human?,human_agent
i dont understand ya can ya help me to speak with a human agent,human_agent
"I want to talk to a fucking person, I needassistance",human_agent
"I do not unjderstand you, how can I talk to someone?",human_agent
i dont understand ya i want assistance to speak with a human,human_agent
I'd like to talk to a fucking agent could i get some help,human_agent
i do not understand ucan uhelp me speaking with fuckingsomebody,human_agent
can i talk to a huamn agent,human_agent
"I have to talk to fucking someone , where can I do it?",human_agent
need to takl to a fucking person how to do it,human_agent
"I would like to speak with someone, could you help me?",human_agent
i dont understand ui need to talk to a fucking person,human_agent
"I don't understand you, help me speak with a fucking agent",human_agent
"I have to talk  to a fucking person, where can I do it?",human_agent
i got to speak with a human how dxo i do it,human_agent
i do not understand ya how do i talk to somebody,human_agent
"I'd like to talk to an agent, I need assistance",human_agent
i have tto talk to fucking somebody can i get some help,human_agent
i ogt to speak with somebody help me,human_agent
"I don't understand you, how can I talk to someone?",human_agent
"I got to talk to somebody, I need assistance",human_agent
i got to speak with an fucking human agent will uhelp me,human_agent
"I do not understand you, I have to talk to fucking somebody",human_agent
I want assistance to talk to a fucking human,human_agent
"I got to speak with an agent, I need assistance",human_agent
i need assistance speaking with fucking somebody,human_agent
"I do not understand you , I need assistance to talk to a fucking agent",human_agent
"I would like to talk to fucking someone , where do I do it?",human_agent
"I want to talk to an operator, where can I do it ?",human_agent
i got to talk to fucking someoner could uhelp me,human_agent
id like to talk to an operator,human_agent
"I do not understand you, can you help me to speak with an operator?",human_agent
Iwant help to speak with a person,human_agent
"I have to talk to a fucking operator, can you help me?",human_agent
i dont understand ucouls uhelp me talking to fucking someone,human_agent
"I would like to talk to a person, where can I do it?",human_agent
i got to speak with  a fucking human agent where could i do it,human_agent
could i speak with a fucking agent,human_agent
"I don't understand you, how can I talk to an fucking human?",human_agent
how do i talk to fucking someone,human_agent
"I need to talk to a human, cam you help me?",human_agent
I'd like to talk to a fucking human oculd uhelp me,human_agent
help me speak with an operatro,human_agent
i do not understand ya i need help speaking with a human agent,human_agent
i have to talk to an agent help me,human_agent
"I don't understand you, help me talking to somebody",human_agent
"I do not understand you , help me speaking with a fucking person",human_agent
id like to talk toa fucking human where could i do it,human_agent
i need help to talk to a fucking human agent,human_agent
could unelp me talking to a human agent,human_agent
"I don't undeerstand you, how could I speak with a fucking agent?",human_agent
"I do not understand you, how could I talk to fucking someone?",human_agent
need to speak with fucking somebody can i gewt some help,human_agent
"I do not understand you, I got to talk to an operator",human_agent
"I want to talk to someone, can I gey some help?",human_agent
"I don't understand you, I want assistance talking to fucking somebody",human_agent
i got to talk to someone where can i doit,human_agent
i dont understand ucan i talk to a human agent,human_agent
"I have to talk to a fucking agent, where do I do it?",human_agent
i do not understand ya i need to speak with a fucking person,human_agent
could uhelp me  to speak with a human,human_agent
i got ot talk to a person where could i do it,human_agent
"I do not understand you, is it possible to speak with a fucking operator?",human_agent
need to talk to a fuckingoperator help me,human_agent
i got to talk to someone how can i do it,human_agent
"I would ilke to speak with fucking somebody, how to do it?",human_agent
"I go to talk to a human, how do I do it?",human_agent
"I do not understand you, I would like to speak with a fucking human",human_agent
"I'd like to speak with a fucking human agent, were do I do it?",human_agent
could I speak with a human?,human_agent
i dont understand ya i need help talking to somebody,human_agent
can I speak with fucking somebody?,human_agent
i havew to speak with a fucking agent where could i do it,human_agent
could i talki to a person,human_agent
i dont understamd uhow could i talk to a fucking operator,human_agent
i dont understand uhelp me speakwith someone,human_agent
"I don't understand you, I want help to speak with an operator",human_agent
I have to speak with a fucking human,human_agent
need to talk to an operator where to do it,human_agent
"I need to speak with a human, could you help me?",human_agent
"I got to speak  with somebody, how to do it?",human_agent
i dont understand ya i need help to talk to a fucking human agent,human_agent
i dont understand ui want assistance speaking witha fucking human agent,human_agent
I'd like to talk  to someone could ya help me,human_agent
can uhelp me to speak with a fucking operatro,human_agent
I want assistance to speak wit a fucking human,human_agent
"I want to talk to an agent, where do I do it?",human_agent
"I got to speak wiht a fucking human agent, how can I do it?",human_agent
i dont understand ya i need assistance to speak with a fucking human,human_agent
"I nerd to talk to a human agent, where to do it?",human_agent
"I don't understand you, speak with a human ageent",human_agent
i got to talk to a person how could i do it,human_agent
i got to taslk to fucking somebody i need help,human_agent
i have to speak with an agnet where can i do it,human_agent
"I don't understand you, could you help me speak with somenoe?",human_agent
"I'd like to talk to a fucking operator, where do I do it?",human_agent
"I do not understand you, could you help me talking to fucking someone?",human_agent
"I don't understand you, can you help me speak with a fucking human agent?",human_agent
"I need to talk to somebody, help me",human_agent
need to talk to fucking somebody can i get some help,human_agent
I'd like to speak with a fucking operator could uhelp me,human_agent
I'd like to talk to a fucking human were do i do it,human_agent
I'd like to talk to a pesron how could i do it,human_agent
wanna talk to an fucking person,human_agent
i dont understand ucould i speak with a fucking operator,human_agent
i dont understand uhelp me to speak with a person,human_agent
"I'd like to talk to fucking somebody, where do I do it?",human_agent
i dont understand ucan i speak with fucking somebody,human_agent
id like to talk to a human how could i do it,human_agent
could you help me to speakl with an operator?,human_agent
i do not understand ya could ya help me talking to a fucking human,human_agent
"I would like to talk to somewone, where can I do it?",human_agent
id like to speak with an agent can uhelp m,human_agent
i dont understan ucould uhelp me to talk to a human,human_agent
i have to speak with fucknig someone how could i do it,human_agent
i have to talk to a fucking operator i need assistance,human_agent
i dont underrstand ui got to speak with an agent,human_agent
id like to talk to a fucking operator how czn i do it,human_agent
"I would like to talk to a human, can you help me?",human_agent
i doont understand ya would it be possible to speak with a fucking person,human_agent
"I have to talk to a fucking agent, can I get some help?",human_agent
i do not understand ya i have to talk to fucking somebody,human_agent
"I'd like  to talk to fucking somebody, can you help me?",human_agent
how do I speak with a fucking human?,human_agent
can huelp me speak with a person,human_agent
id liek to speak with someone,human_agent
"I would like to talk to an operator, how can I do it?",human_agent
i have to talk to fucking  someone could i get some help,human_agent
can you help me talking to fucknig someone?,human_agent
"I do not understand you, can you help me to speak with somebody?",human_agent
"I would like to speak with a human agent, can you help me?",human_agent
"I don't uderstand you, can I talk to an agent?",human_agent
"I do not understand you, is it possible to talk to a fucking person?",human_agent
can you help me speak with a human agent?,human_agent
"I need to talk to a fucking person, where do I do it?",human_agent
wasnna talk to fucking somebody i need assistance,human_agent
how could i speak with a fucking operator,human_agent
i dont understand ya can ya help me talk  to someone,human_agent
"I want to speak with a person, I need assistance",human_agent
"I would like to talk to a fucking person, could yiu help me?",human_agent
i do not understand ui want assistance to talk to somebody,human_agent
"I'd like to talk to somebody, how can I do it?",human_agent
"I do not undersatnd you, how could I speak with a fucking human agent?",human_agent
id like to speak with a agent could uhelp me,human_agent
i do not understand ui need assistance talking to a fucking human agent,human_agent
i have to talk to a fucking agent how can i do it,human_agent
"I don't understand you, I want help talking to a person",human_agent
"I got to talk to an agent, where could I do it?",human_agent
i dont understand ya is it possible to talk to a fucking human agent,human_agent
I want assistance talking to somebody,human_agent
"I do not understand you, speak with someone",human_agent
i dot understand ucan uhelp me to talk to a fucking operator,human_agent
"I'd like  to speak with a fucking human agent, could I get some help?",human_agent
I wolud like to talk to a human agent,human_agent
need to talk to a fucking peson could uhelp me,human_agent
id like to speak with a human how can i do it,human_agent
"I'd like to talk to an operator, can you help me?",human_agent
"I have to talk to fucking somenody, could you help me?",human_agent
I need help talkin to a fucking person,human_agent
i have to talk to fucking someone how do i do it,human_agent
i have to talk to a fucking agent can uhelp me,human_agent
"I would like to speak with a hyman, can I get some help?",human_agent
i do not understand uwould it be possible to talk to a human,human_agent
i got to talk to a human how could i do it,human_agent
i od not understand ucould uhelp me talk to an agent,human_agent
how to talk to a human agent?,human_agent
"I got to talk to someone, will you help me?",human_agent
i dont understand ucould i speak with someone,human_agent
need to speak with an agent how do i do it,human_agent
"I'd like to talk to a fucking agent, where to d it?",human_agent
"I don't understand yoiu, I got to speak with someone",human_agent
could I speak with ahuman?,human_agent
"I need to speak with a fucking human, where to do it?",human_agent
I need help to talk to an agent,human_agent
i have to speak with a human i need help,human_agent
i need help speaking witha fucking human,human_agent
"I do not understand oyu, how can I talk to fucking someone?",human_agent
"I do not understand you, could you help me to speak with somebody?",human_agent
i need  assistance to speak with a fucking operator,human_agent
i dont understand ya i got to talk to fucking someone,human_agent
need to speak witha person can uhelp me,human_agent
how can I talk to a fucking operator?,human_agent
i got to speak wth somebody will ya help me,human_agent
"I have to talk to somebody, where to do it?",human_agent
"I don't understand you , I need assistance to speak with a fucking agent",human_agent
i dotn understand ucould uhelp me speaking with fucking somebody,human_agent
"I want to talk to a human, coud you help me?",human_agent
"I'd like to talk to fucking somebody, how could I do it?",human_agent
"I got to speak with an operator, can I get some help?",human_agent
idf like to speak with a fucking person will uhelp me,human_agent
wanna speak with somebody can i get some help,human_agent
"I don't understand you, how to speak iwth a fucking operator?",human_agent
i dont understand ya ohw could i speak with a fucking human agent,human_agent
"I got to speak with someone, will you help me?",human_agent
"I would like to talk to an agent, how to do it ?",human_agent
"I need to talk ot a human agent, can I get some help?",human_agent
i got to speak with a fucking human will ya help me,human_agent
"I do not understand oyu, would it be possible to talk to a fucking human?",human_agent
i dont understand ucan uhelp me talk to a human agent,human_agent
"I don't understand you , speak with an operator",human_agent
"I'd like to talk to somebody, can you help me?",human_agent
can you help me talk to a person?,human_agent
need to speak with a fucking operator will uhelp me,human_agent
i dont understand ya i need help speaking with someone,human_agent
wanna talk to a fucking human how can i do it,human_agent
i got to speak with a fucking operator will ya ehlp me,human_agent
"I do not understand you, I got to speak with a fucking human",human_agent
i got to talk to fucking somebvody help me,human_agent
"I have to talk ot fucking someone, how could I do it?",human_agent
"I have to speak with somebody, how to do it?",human_agent
i dont understand ya i need assistance to speak with smeone,human_agent
"I don't understand you , I need to speak with a fucking human",human_agent
can I talk to fucking somebody ?,human_agent
i have to speak with a human how do i do iy,human_agent
i do not understand uis it possible to  talk to a fucking agent,human_agent
"I don't understand you, could you hepp me to speak with someone?",human_agent
I'd like to talk to a operator can uhelp me,human_agent
could uelp me talk to a fucking person,human_agent
"I don't understand oyu, can you help me talking to an agent?",human_agent
i dont undetstand ucould uhelp me talking to a fucking agent,human_agent
need to talk to a fucking human agent could i get some help,human_agent
i have to talk to a human agent where to do it,human_agent
I got to talk to a fucking agent,human_agent
i dot understand uhow do i talk to somebody,human_agent
i got to speak with somebody how to do it,human_agent
i do not understand ya is it possible to speak with an fucking operator,human_agent
wanna speak with a fucking agent how do i do it,human_agent
"I got to talk to somebody, how to do it?",human_agent
how t talk to a fucking operator?,human_agent
wanna talk to a fucking human how could i do it,human_agent
wanna talk to a person where can i do it,human_agent
i got to talk to fucking someone where could i do it,human_agent
"I do not understand you, how could I speak with an agent?",human_agent
"I would like to speak with a human, how could I do it?",human_agent
i have tospeak with a fucking agent i need help,human_agent
"I need to talk to a fucking human , where to do it?",human_agent
wanna talk to a human could i get some hlp,human_agent
"I want to speak with fucking someone , how to do it?",human_agent
i dont understand ya i wanna talk to a person,human_agent
I'd like to speak with a fucking agent where do i do it,human_agent
"I would like to talk to a fucking person, can you help me ?",human_agent
how could i talk to a fucking human,human_agent
i dont understand ya i need help to speak with a human agent,human_agent
I want help to talk to a person,human_agent
id like to speak with fucking someone,human_agent
can i talk too someone,human_agent
"I don't understand you, how do I talk to an agent?",human_agent
how do I talk to fucking somebody?,human_agent
i need help to speak with a fucking human  agent,human_agent
"I do not understand you, could I speak with fucking somebody?",human_agent
I'd like to speak with fucking someone i need hep,human_agent
i got to talk to a fucking operator where to do it,human_agent
"I don't understand you, could you help me speak with a fucking operator?",human_agent
id like to speak with a human could uheop me,human_agent
i do not understaand ucould uhelp me speak with fucking somebody,human_agent
"I need to talk to somebody, where do I do it ?",human_agent
i do not understand uhelp me to tal to a person,human_agent
need to speak with a person help me,human_agent
i dont understand ya can ya help me to talk to a fucking human,human_agent
"I do not understand you, I need to talk to a human agent",human_agent
I'd like to talk to a human agent i need help,human_agent
can ya help me speaking with fucknig someone,human_agent
"I'd like to speak with a fucking human, were to do it?",human_agent
I need assiustance to speak with a fucking human agent,human_agent
wana speak with a fucking person can ya help me,human_agent
"I would like to speak with fucking someone, could I get some hel?",human_agent
"I don't understand you, I'd like to talk to a operator",human_agent
"Idon't understand you, I'd like to speak with a human agent",human_agent
"I have  to speak with a human, how could I do it?",human_agent
"I have to speak with a human, can I get some help?",human_agent
wanna talk to a agent will ya help me,human_agent
"I have to speak with a human, can you help me?",human_agent
"I'd like to talk to an agent, can you help me?",human_agent
"I got to speak with a fucking operator, will you help me?",human_agent
"I have to talk to a fucking agent, could I get some help?",human_agent
i dont understand ujcould i speak with an agent,human_agent
I'd like to speak with an agent i need help,human_agent
i dont understand ucould uhelp me to speak with fucking somebod,human_agent
I want to speak with a fucking person,human_agent
i do not understand ui got to speak with a fucking agent,human_agent
i have to talk to a human could i get some help,human_agent
i dont understand ya could ya help me speak with someone,human_agent
i got to talk to a fucking person how do i do it,human_agent
could you help me speakwith a fucking human agent?,human_agent
"I don't understand you, I have to speak with fucking someone",human_agent
i have to speak with an operator where to do it,human_agent
i do not understand uhelp me speak with an operator,human_agent
i have to speak with somebody where to do it,human_agent
i do not understand ya i have to speak with a fucking human agent,human_agent
i dont understand ya i  need help talking to a fucking agent,human_agent
need to ttalk to somebody will uhelp me,human_agent
"I don't understand you, could you help me to taalk to a human agent?",human_agent
"I do not understand you, can you help me speak with someone?",human_agent
i dont understand ucould i speak with an agent,human_agent
i do not understand ucould uhelp me speaking with an operator,human_agent
i have to talk to a fucking human agent how  to do it,human_agent
"I would like to talk to somebody, how to  do it?",human_agent
"I do not understand you, could I talk to a pwrson?",human_agent
i do not understand ya can i speak with a human,human_agent
"I need to speak with fucking someone, how to do it?",human_agent
id likke to speak with a human can i get some help,human_agent
"I have to speak with fucking someone, how to do it ?",human_agent
I ned help to speak with a person,human_agent
"I don't understand you, how could I speak with a human?",human_agent
i do not understand ui want assistance to talk to a person,human_agent
i do not understand ya i need to talk to a human,human_agent
"I'd like to talk to an person, I need assistance",human_agent
i do not understand uhow can i talk to someone,human_agent
could you help me talking to a person?,human_agent
"I want to speak with a human, where to do it?",human_agent
i dont understand ya help me talk to a agent,human_agent
"I would like to talk to someone, I  need help",human_agent
"I would like to talk to fucking somebody, could I get some help?",human_agent
I'd like to speak with fucking somebody helpme,human_agent
ido not understand ya i need help speaking with a fucking human agent,human_agent
i dont understand uhelp me speak with a human,human_agent
need to speak with a fuckinng operator,human_agent
"I do not understand you, I need to talk to an agent",human_agent
"I do not understand you, can you help me talking to a fucking agent?",human_agent
"I got to speak with a fucking agent, how can I do it?",human_agent
i want assistance to talk to fucking somenoe,human_agent
can you help me talking to a human agent?,human_agent
how to talk to a fucknig agent?,human_agent
I'd like tospeak with a fucking operator where to do it,human_agent
i do not understand ucsn uhelp me speaking with fucking someone,human_agent
how can i talk to a fucking human agent,human_agent
i do not understand ui got to speak with an person,human_agent
can i talk to a fucking pwrson,human_agent
i do not understand ya can ya help me speaking with somebody,human_agent
Iwant assistance speaking with a human,human_agent
"I do not understand you, I need help to speak with a human",human_agent
could uhelp me speaking with a fucking agent,human_agent
"I do not understand you, I awnt assistance talking to a person",human_agent
i dont understand ya help me talking to a human,human_agent
"I want to talk to a fucking humanagent, can you help me?",human_agent
"I have to speak with fucking somebody, can  you help me?",human_agent
I'd like to speak wth an agent can ya help me,human_agent
wanna talk to a fucking human agent can i get some help,human_agent
I would ilke to talk to someone,human_agent
wanna talk to a fucking person howq do i do it,human_agent
i want help talking to fucking somebody,human_agent
"I don't understand you , I want to talk to a fucking agent",human_agent
I'd like to speak with a fucking operator howdo i do it,human_agent
i have to speak with an operator can uhelp me,human_agent
"I need to talkto somebody, will you help me?",human_agent
i dont understand ya i nede help speaking with a fucking human,human_agent
"I got to tak to a person, how could I do it?",human_agent
"I do not understand you, can you help me to talk to fucking someone?",human_agent
I'd like to talk to an agent,human_agent
"I'd like to speak with a fucking operator, could I get some help?",human_agent
I'd like to talk to a fucking agent can i get some hepl,human_agent
i dont understand uhelp me to speak with a fucking operator,human_agent
i have to speak with fucking someone help me,human_agent
how to talk to an agentg,human_agent
i do not understand uhow do i talk toa person,human_agent
i dont understand ya how could i speak with a fucking operator,human_agent
i dont understand ui want assistance speaking with a fuckinng agent,human_agent
"I do not undesrtand you, could you help me talking to an agent?",human_agent
i have to speak with a person where acn i do it,human_agent
"I got to speak with a human agent, I need help",human_agent
"I got to talk to a human agent, hopw do I do it?",human_agent
i dont understand y help me to talk to fucking someone,human_agent
could ya help me tslk to fucking someone,human_agent
can ya help me speaking with a fucking humanagent,human_agent
i dont understand ya couls ya help me to speak with a fucking human agent,human_agent
id like to speak with a person will ya help me,human_agent
"I got tp talk to a fucking human, how can I do it?",human_agent
"I would like to speak with a human agent, help me",human_agent
is it possibled to talk to someone?,human_agent
id like to speak with a human how to do it,human_agent
i dont understand ui have to speak with a fuckin person,human_agent
i got to speak with a fucking human ohw could i do it,human_agent
how do I talk to a fucking person?,human_agent
"I do not understand you, how do I talk to a fucking agent?",human_agent
"I ned to speak with someone, where can I do it?",human_agent
can you help me to speak with a operator?,human_agent
"I would like tl talk to a fucking person, will you help me?",human_agent
"I need to speak with a fucking human agent, can I get some help?",human_agent
i do not understand ya talk to soembody,human_agent
i have to talk to a human i need assistance,human_agent
i dont understand ui have to talk to someone,human_agent
how can i speak with a person,human_agent
"I don't understand you, how could I talk tofucking somebody?",human_agent
id like to talk to a fucking human could i get some help,human_agent
i dont understand ya can yaz help me to talk to a fucking human,human_agent
how to talk to fucking someopne?,human_agent
"I do not understand you, can I talk to somebody?",human_agent
"I don't understand you, I need assistance to speak with an fucking person",human_agent
id like to speak with an agenmt could i get some help,human_agent
i do not understand ya can i speak with a fucking human agent,human_agent
I have to talkto a fucking human,human_agent
"I need to speak with fucking somebody, how could I do it ?",human_agent
"I want to talk to a fucking human, could I get some help?",human_agent
"Ihave to talk to a fucking human agent, can you help me?",human_agent
i dont understand ya can ya help me takling to an operator,human_agent
need to speak with a fucking person,human_agent
i do not understand ya i need help taking to fucking somebody,human_agent
can I speak with somebody ?,human_agent
I would like to speak with a human agent,human_agent
i dont understand ui wantassistance to speak with a fucking human,human_agent
"I got to speak wiuth a person, can you help me?",human_agent
can ya help me speak with a fucking human agent,human_agent
i dont understand ui need help talking toa fucking operator,human_agent
"I do not understand you, I would like to speak with a fucknig operator",human_agent
i do not understand ya acn ya help me speak with a person,human_agent
i got to talk to somebody can i get some help,human_agent
"I don't understand youj, talk to a person",human_agent
"I do not understand you, help me speak with a agent",human_agent
how can i speask with an agent,human_agent
"I have to speak with an operator, where do I do it?",human_agent
"I have to speak with someone, could you help me?",human_agent
i dotn understand ya i wanna talk to someone,human_agent
i dont understand ya i have to  speak with an agent,human_agent
id like to talk to aperson how to do it,human_agent
i got to speak with a human where do i od it,human_agent
i dont understand ya i  need help to speak with a human,human_agent
"I want to speak with a fucking human, how do I  do it?",human_agent
"I do not understand you, I have to speak with fucking somebody",human_agent
"I want to talk to an person, how can I do it?",human_agent
i do nt understand ucould uhelp me speaking with an operator,human_agent
"I would like to speak with a fucking agent, were could I do it?",human_agent
"I got to speak with a fucking human agent, I need assistance",human_agent
"I do not understand you, could you help me talk to a human?",human_agent
i dont understand ya could i speak wigh a human agent,human_agent
i do not understand ya could ya help me talk to smebody,human_agent
"I need to speak with fucking somebody, can you help me?",human_agent
i do not understand ya help me to speak with soeone,human_agent
i dont understand ya i need help speajing with a human,human_agent
i dont nuderstand ya id like to speak with someone,human_agent
"I'd like to speak with somebody, I need help",human_agent
"I do not understand you, how do I talk to someone?",human_agent
"I don't understand you, I want help speaking with fucking someone",human_agent
id like to speak with a humanagent could uhelp me,human_agent
"I would like to talk to a fucxking human agent, how to do it?",human_agent
i do not understand ui want assistance to talk to fucking someone,human_agent
i dont understand uhelp me talk to a person,human_agent
"I don't understand you, is it possible to talk to a fucking person?",human_agent
I got to talk to an agent,human_agent
"I don't understand you, could I speak with someone?",human_agent
could you help me speak with a fucking agent?,human_agent
"I want to talk to fucking someone, couldyou help me?",human_agent
idlike to speak with a person how can i do it,human_agent
"I want to speak with a person, where to do it?",human_agent
wanna talk to an oerator how can i do it,human_agent
"I do not understand you, help me to talk to an person",human_agent
i got to speak with fucking someone,human_agent
i have to speak with fucking someone where do i do it,human_agent
wanna speak with a fucking  human i need assistance,human_agent
i have to speak with a fucking agent where to do it,human_agent
talk to a fucking agent,human_agent
"I want to talk to a fuckijg human, where can I do it?",human_agent
"I do not understand you, I want assistance to speak with a fucking person",human_agent
can I talk to a fucking human?,human_agent
i dont understand uhow can i speak with a fuking human,human_agent
hos to speak with someone,human_agent
i dont understand ya could ya help me speak with a fuckin human,human_agent
"I don't understand you, I want assistance to speak with a fucking operator",human_agent
wanna speak with a fucking human agnet how could i do it,human_agent
I need assistance talking to an agdnt,human_agent
i dont understand ucould i speak with a person,human_agent
"I got to talk to a fucking agent, will you help me?",human_agent
"I would like to talk to a humanagent, could you help me?",human_agent
"I don't understand you,can you help me talking to fucking someone?",human_agent
"I don't understand you , I have to speak with a fucking human agent",human_agent
i dont understand ya id like to speak with someone,human_agent
"I want to talk to fucknig somebody, how could I do it?",human_agent
how could i speak with a operator,human_agent
could you help me talkk to a fucking human?,human_agent
"I don'tunderstand you, could you help me talk to a human?",human_agent
"I need to speak with somebody, help me",human_agent
how can I talk to a fucking human agent ?,human_agent
"I don't understand you, help me talking to a human",human_agent
i do not understand ya i want help talking toa fucking human,human_agent
"I don't understand you, I need to speak with a person",human_agent
"I do not understand you , I want assistance talking to someone",human_agent
"I got to talk to somebodt, where can I do it?",human_agent
"I have to takl to a fucking agent, where can I do it?",human_agent
"I want to speak with a fucking human agent, how to do it ?",human_agent
"I do not understand you, howdo I talk to a human?",human_agent
I got to speak with a fucking operator,human_agent
need to talk to an operator help me,human_agent
"I don't understand you, could you help me talking to a personh?",human_agent
is it possible to speak with a human?,human_agent
i do not understand ya how can i talk to a fucking human agent,human_agent
i want help to speak with an fucking person,human_agent
"I want to speak with an agent, where to do it?",human_agent
"I'd like to talk to a fucking human, where to do it ?",human_agent
"I do not understand you, could I speak with an operator?",human_agent
wanna takl to fucking someone where can i do it,human_agent
"I would like to speak with a human agent, could you help me?",human_agent
"I don't understand you, help me speak with a fuckking agent",human_agent
i dont understand ucan i talk to a fucking human,human_agent
"I don't understand you, I want help speaing with a human",human_agent
i need help talking to an human agent,human_agent
i do not understand  ya i wanna speak with a fucking human,human_agent
how to talk ot a fucking human,human_agent
wanna speak with a prson can ya help me,human_agent
"I do not understand you, help me talking to somebody",human_agent
i dont understasnd ucould uhelp me speak with somebody,human_agent
I'd like to speak with a human could i get some help,human_agent
i dont understand ya help me speaking with a huan,human_agent
wanna speak with a fucking human could i get some help,human_agent
cxan you help me to talk to somebody?,human_agent
"I need to talk to an agent, how could I do it?",human_agent
"I don't  understand you, I need assistance to speak with a fucking human",human_agent
wanna speak with an agent where can i do it,human_agent
"I do not understand you, I want help talking ot a fucking person",human_agent
i got to speak with fuckingsomeone where can i do it,human_agent
"I dom't understand you, would it be possible to talk to someone?",human_agent
need to talk to a fucking operator can i get some help,human_agent
"I don't understand you,I'd like to speak with an operator",human_agent
i do not understand ui awnt help talking to an agent,human_agent
"I don't understand you , I have to talk to a fucking agent",human_agent
"I do not understand you, could I speak with a human agent?",human_agent
"I don't nuderstand you, I need help to speak with a fucking human agent",human_agent
"I do not understand you, could you help me speak with a fucking human?",human_agent
"I'd like to speak with fucking someone, how can I do it ?",human_agent
i got to speak with fucking someone were could i do it,human_agent
"Idon't understand you, I have to talk to a human",human_agent
i have to speak with a fucking agent will ya help me,human_agent
i have to speak with a fuckng human will ya help me,human_agent
I'd like to talk to a fucking person were could i do it,human_agent
"I don't understand you, how can I speak with an fucking human agent?",human_agent
"I don't understand you, can you help me to speak with a agent?",human_agent
i dont understand ya can yya help me speaking with a fucking person,human_agent
can i talk to fucking somebody,human_agent
I'd like to tak to fucking someone where can i do it,human_agent
i dont understand ya i need help to talk tosomebody,human_agent
"I need to speak with an fucking human, could I get some help?",human_agent
"I need to talk to an operator, could I get some help?",human_agent
"I have to speak with a fucking human, where do I do it?",human_agent
i dont understand ui want help speaking with somebody,human_agent
can i speak with somedone,human_agent
"I have to talk to fucking someone, I need help",human_agent
i have to talk to somebody will uhelpo me,human_agent
I'd like to speak with an person where could i do it,human_agent
"I have to speak with somebody, help me",human_agent
"I need to talk to a fucking person, could you help me?",human_agent
"I have to talk to fucking someone, how to do it?",human_agent
I'd like to speak with someone where t do it,human_agent
how do I speak with a fucing agent?,human_agent
I'd like to speak with a fucking person how to  do it,human_agent
i dont understand ui want assistance talking to a fucking operator,human_agent
"I'd like to speak with fucking somebody, I ened help",human_agent
"I don't undwrstand you, could I speak with someone?",human_agent
i got to speak with an operator could uhelp me,human_agent
"I don't understand you, I want help speaking with a fucking human agent",human_agent
"I would like to talk to a fucking human agent, how to do it?",human_agent
id like to speak with a human agent how to do it,human_agent
id like to speak with a fucking human can i get some help,human_agent
i have to speak with a fucking person where could i do it,human_agent
I'd like to talk to a fucking human agent,human_agent
"I need to talk to someone, could you help me?",human_agent
i ogt to speak with a fucking human agent,human_agent
is there any operator available,human_agent
i dont understand ya could ya help me talk to an operator,human_agent
i do not understand ucould i talk to an operator,human_agent
"I would like to talk to fucking somebody, where could I do it?",human_agent
I want helop to talk to a fucking human,human_agent
how do I atlk to a fucking human?,human_agent
"I would like to talk to an operator, colud you help me?",human_agent
"I want to speak  with an agent, how can I do it?",human_agent
i dont understand ya can i speak with a fucking huma,human_agent
"I do not umderstand you, can I talk to a human agent?",human_agent
"I do not understand you, how to talk to a fucking human?",human_agent
"I don't understand you, I want help to speak with a fucking person",human_agent
"I want to speak with a fucking human agent , can you help me?",human_agent
i dont underrstand ya how do i talk to a fucking human agent,human_agent
"I need to spea with an operator, where to do it?",human_agent
I got to speak with a fuicking operator,human_agent
need to talk to somebody were can i do it,human_agent
i dont understand ya help me talking to a operator,human_agent
i dont understand uhow can i speak with someone,human_agent
i dont understand ucan uhelp me to talk to an operator,human_agent
"I have to talk to a fucking human, how to do it?",human_agent
"I would like to talk to a fucking operator, where do I do it?",human_agent
how od i talk to an agent,human_agent
i got to speak with an fucking agent how do i do it,human_agent
"I do not understand you, help me to speak with fucking somebody",human_agent
"I would like to talk to fucking somebody, how can I do it?",human_agent
"I don't understand you, can you help me speaking wth an operator?",human_agent
"I have to speak with someone , how do I do it?",human_agent
"I do not understand you, I need assistance to speak with a person",human_agent
"I'd like to talk to an fucking human, help me",human_agent
i dont understand ya hrlp me to speak with a human agent,human_agent
needto talk to a fucking operator where to do it,human_agent
i dopnt understand ya i need help to talk to a human agent,human_agent
I'd like to speak with a person where can i do it,human_agent
"I do not understand you, help me speaking with a fucking person",human_agent
id like to speak with fucking somebody could i get some help,human_agent
wanna talk to someone,human_agent
"I need to speak iwth an operator, how could I do it?",human_agent
i dont understand ui want assistance to talk to a fuckinghuman,human_agent
how to speak with a fucking agent?,human_agent
"I would like to talk to fuckingsomeone, how can I do it?",human_agent
"I got to speak with an operator, coud you help me?",human_agent
id like to speak with a fucking human how can i do it,human_agent
"I'd like to speak with a person, can you help me?",human_agent
I'd like to speak with somebody i need assistance,human_agent
"I have to talk to a fucking agent, how to do it?",human_agent
need to speak with an operator how could i do it,human_agent
I'd like to talk to an agent help me,human_agent
"I want to speak with a fucking operator, can I get some help?",human_agent
i dont understand ya help me speaking with fuckin someone,human_agent
i dont understand ui wanna speak with fucking somebody,human_agent
"I don't understandyou, how could I talk to fucking someone?",human_agent
"I need to talk to someone, how could I do it?",human_agent
id like to talk to a fucking operator how to do it,human_agent
